-999	-999	5	1	-999	2833300519	48677	58206.14499	1270.656874	38.30853238	-999	-999	-999	-999	9	488	0.000119607	0.00011871	-999
-999	3	2	2	915	402000000	-999	-999	735.2845147	-999	379690362.3	389874363.8	390699546.9	390699546.9	-999	0	-999	-999	-999
5	4	6	2	165.78	16657960228	2172578	7667.37039	266017.449	8.167050725	30838360831	30986311651	31245296783	32305796574	-999	8884	0.071313849	0.094361829	1.442707303
4	1	5	1	17.04	2.83E+12	66647112	42419.14015	243934.7222	273.2169959	2.98065E+12	3.03705E+12	3.07777E+12	3.12112E+12	8	762542	0.399655007	0.235441717	4.58256295
5	4	2	2	63.09	17743195770	3996762	4439.392631	69257.15527	57.70901193	48322420425	50662483514	53129713418	55858887584	10	19857	0.039177771	0.037890899	1.300887474
-999	-999	5	1	-999	2740000000	64468	42532.72942	160.4504963	401.7937089	-999	-999	-999	-999	7	259	-999	-999	-999
5	3	6	2	41.46	66983634224	30417858	2202.115423	239368.8299	127.0752671	1.34552E+11	1.45509E+11	1.54623E+11	1.64641E+11	17	47461	0.105840418	0.120290599	0.492577185
-999	1	5	2	15	-999	33706	-999	99.7207027	338.0040361	-999	-999	-999	-999	13	608	0.000101276	0.000106016	-999
5	2	6	2	68.82	13590281809	12771246	1064.131237	245640.0571	51.9917075	26473802996	29210696888	31016250648	32746017301	-999	2407	0.103887292	0.128889692	0.233819723
-999	-999	4	2	-999	-999	-999	-999	1424.149024	-999	-999	-999	-999	-999	-999	0	-999	-999	0.0001
5	2	6	2	50.34	1764000000	2347696	751.3749651	10578.40015	221.9329924	4377521957	4588632823	4889051833	5181182670	-999	3655	0.002485042	0.0028621	0.202713525
-999	2	6	2	93.18	1340389411	-999	-999	34455.52239	-999	3322925819	3519615667	3653361063	3821419107	-999	0	0.011914655	0.016985178	-999
5	4	6	1	158.07	11026774945	1355982	8131.947876	27188.55223	49.87326978	30169337714	28459489607	26650507938	25164393411	-999	5074	0.005389663	0.00799059	2.036231467
4	1	5	1	39.69	2.1E+11	10724599	19567.42266	132701.9164	80.81721266	3.08204E+11	3.12843E+11	3.18895E+11	3.24861E+11	12	26469	0.077822059	0.064799859	2.948367678
-999	4	4	2	481.38	1228170370	112002	10965.61106	362.6090082	308.878151	1721612314	1798099078	1872561109	1931103305	-999	27	-999	-999	1.63465291
-999	1	4	2	915	3051626390	56660	53858.56671	2120494.783	0.026720179	-999	-999	-999	-999	-999	16	0.0001428	0.000202779	-999
6	3	4	2	74.91	76710385880	17581476	4363.136854	109920.9263	159.9465779	1.29878E+11	1.33805E+11	1.38107E+11	1.43418E+11	8	102219	0.004689477	0.004214469	0.775258943
-999	-999	4	2	-999	-999	-999	-999	83743.61522	-999	-999	-999	-999	-999	-999	0	-999	-999	0.0001
2	1	2	1	915	5920000000	167295	35386.59255	480.901691	347.8777537	-999	-999	-999	-999	13	3886	-999	-999	-999
6	4	4	2	161.37	4280443645	782775	5468.293756	210449.9263	3.719530882	6825162594	6968491240	7254199489	7594848842	14	3796	-999	-999	0.914780817
-999	1	2	-999	15.06	3.66E+11	-999	-999	800.0649289	-999	4.26229E+11	4.42388E+11	4.55047E+11	4.4964E+11	-999	0	-999	-999	-999
-999	-999	6	-999	-999	-999	-999	-999	372.1724575	-999	-999	-999	-999	-999	-999	0	-999	-999	0.0001
6	3	4	2	78.66	25095395475	9746115	2574.912719	112430.5504	86.68564699	50021631004	52444135530	54382853396	55825500608	10	90232	-999	-999	0.545535633
4	1	5	2	28.86	60415553039	4076246	14821.3707	57763.45741	70.56790198	1.06356E+11	1.09695E+11	1.12651E+11	1.15958E+11	8	26863	0.042041848	0.031786267	2.72714472
6	2	4	2	40.02	8498981821	11263079	754.5877838	27585.25572	408.300692	19144575941	19369195430	19656611006	19472847244	11	8976	-999	-999	0.172340151
4	1	5	1	28.32	1.61E+11	9772756	16471.00956	92957.82496	105.1310743	2.77055E+11	2.89032E+11	3.03755E+11	3.18724E+11	13	50180	0.157088024	0.104322069	3.040508566
2	3	2	2	60.57	1.12E+12	270625567	4135.569278	1898207.042	142.5690459	2.75448E+12	2.89413E+12	3.04374E+12	3.19668E+12	9	368842	0.380605493	0.324690501	1.098291542
-999	1	5	1	217.32	6770532819	84589	80040.34589	432.4194504	195.6179351	-999	-999	-999	-999	-999	348	-999	-999	-999
5	3	2	2	27.63	2.88E+12	1366417756	2104.145897	3083568.841	443.128669	7.73602E+12	8.28094E+12	8.78769E+12	9.22918E+12	10	7651107	3.19597508	2.452172887	0.622683481
-999	-999	2	2	-999	-999	-999	-999	123.1360054	-999	-999	-999	-999	-999	-999	0	-999	-999	0.0001
4	1	5	1	29.34	3.89E+11	4904240	79257.68546	71462.44118	68.62681878	3.47304E+11	3.75592E+11	4.06278E+11	4.28825E+11	11	52256	0.038498837	0.03205762	7.942103898
5	4	2	2	107.7	4.59E+11	82913893	5529.833221	1621439.359	51.13598145	1.13022E+12	1.17267E+12	1.17267E+12	1.17267E+12	5	539670	1.017707112	1.010100062	1.401520252
5	4	2	2	41.04	2.34E+11	39309789	5955.108101	444955.6785	88.34540359	4.2257E+11	4.12028E+11	4.09706E+11	4.27737E+11	13	434598	0.06988111	0.077058609	1.063373704
4	1	5	1	89.88	24188035739	356991	67755.30963	101725.028	3.509372343	18250473881	19080137302	19807934443	20187984702	10	4193	0.000414779	0.000441177	5.415159649
5	1	2	1	17.25	3.95E+11	8519373	46376.4958	22223.81882	383.3442429	3.2793E+11	3.39528E+11	3.51255E+11	3.63598E+11	8	306503	0.008195926	0.011067075	4.056375208
4	1	5	1	21.57	2E+12	60359546	33155.39173	299878.4625	201.2800302	2.48801E+12	2.5295E+12	2.54969E+12	2.55737E+12	7	434597	0.377999814	0.333923369	4.193444495
6	4	4	2	43.83	16458071068	2948277	5582.267564	11038.00869	267.1022539	27756927225	28035430606	28579564152	28779621101	8	8374	-999	-999	0.959471779
-999	-999	5	1	-999	4960000000	107796	46012.83907	161.1064444	669.0980017	-999	-999	-999	-999	-999	522	-999	-999	-999
5	4	2	2	26.7	43743661972	10101697	4330.32806	87957.28794	114.8477544	94244536958	96238499622	98105807729	1.00068E+11	6	41082	0.020427368	0.021115264	0.961860092
2	1	2	1	19.14	5.08E+12	126860299	40057.99752	372179.5223	340.8578156	5.07039E+12	5.18033E+12	5.19707E+12	5.23107E+12	8	93933	0.542353558	0.250146092	4.075121896
5	4	2	2	190.98	1.8E+11	18551428	9711.475644	2717281.481	6.827201425	4.30809E+11	4.48473E+11	4.6686E+11	4.87869E+11	7	145966	0.890195795	0.724879021	2.471522303
5	3	6	2	51.21	95503088538	52573967	1816.547124	588615.9515	89.31794469	1.93889E+11	2.03207E+11	2.16046E+11	2.27639E+11	8	45647	0.011530873	0.008436341	0.399808131
5	3	2	2	92.97	8455000000	6415851	1317.829856	196278.1673	32.68754283	29864829305	31280403475	32455892922	33918725105	12	53459	0.071532954	0.085228123	0.496893751
-999	3	2	2	63.93	27089389787	16486542	1643.121389	181680.3596	90.74476755	58870636423	62890960722	67588392994	72356150510	-999	286	0.095458663	0.097527553	0.396848139
-999	3	2	2	915	194647201.9	-999	-999	617.672893	-999	253515984.6	255776100.4	261692605.2	267573795.7	-999	0	-999	-999	-999
-999	1	4	2	457.92	1051000000	52834	19892.49347	354.0853497	149.2126123	-999	-999	-999	-999	-999	19	-999	-999	-999
2	1	2	1	-999	1.64E+12	51225321	32061.93671	100556.5028	509.4182831	2.04139E+12	2.10589E+12	2.16201E+12	2.20597E+12	12	25424	0.328881926	0.172954911	4.155791526
5	1	2	1	35.34	1.35E+11	4207077	32032.02579	17552.63931	239.6834416	2.16475E+11	2.06275E+11	2.08846E+11	2.09707E+11	7	117718	0.003288993	0.002221313	4.999332071
-999	3	2	2	197.82	18174000000	7169456	2534.920362	229462.6872	31.24453952	47209839790	50463792572	53616750150	56110940844	-999	23	0.205007928	0.125415866	0.723211508
5	4	2	2	18.78	53367042272	6855709	7784.321399	10043.15466	682.6250545	1.08106E+11	1.09026E+11	1.06926E+11	1.00898E+11	14	64336	0.018792864	0.017590196	1.549640331
5	2	6	2	111.21	3070518100	4937374	621.8929536	95930.56718	51.46820398	6955202194	7126900130	7214030141	7049676851	11	1384	0.021182965	0.032872753	0.143526748
5	4	6	2	62.67	52076250948	6777453	7683.749478	1617783.153	4.189345766	68767756473	87115614621	1.00299E+11	1.02842E+11	13	50906	0.068628962	0.091301182	1.324333015
-999	4	4	2	181.83	2122000000	182795	11608.63262	599.9335041	304.6921013	2613334534	2704509821	2775894339	2823885067	-999	36	-999	-999	1.493151312
-999	1	5	1	43.62	6552858739	38378	170745.1857	167.7152596	228.8283135	-999	-999	-999	-999	-999	249	0.000275414	0.00012324	-999
5	3	2	2	29.49	84008783756	21323734	3939.684473	66282.51004	321.7098144	2.60531E+11	2.69854E+11	2.78776E+11	2.85142E+11	14	5811	0.021819348	0.020984001	1.282963167
5	3	6	2	100.5	2460072444	2125267	1157.535709	30355.24333	70.0131762	5898602445	5820641492	5794293028	5882134594	-999	1833	0.004878138	0.004521225	0.275208616
4	1	5	2	34.38	54219315600	2794184	19404.34689	64671.12099	43.20605484	91762296687	95659970670	99146543699	1.03043E+11	15	8344	0.120001303	0.048349021	3.485921278
4	1	5	1	15.63	71104919108	613894	115826.0532	2470.510068	248.4887667	66089784365	67280181469	69373157754	70966644734	10	12626	0.005796823	0.002947822	11.14645885
4	1	5	2	42.39	34117202555	1919968	17769.67249	63982.03679	30.00792248	53313408831	55332554898	57703458134	58971458025	17	3609	0.092458411	0.039928055	2.933914522
-999	1	2	-999	15	54500000000	-999	-999	114.4474759	-999	71907472285	79017384059	83317938863	79392947869	-999	0	-999	-999	-999
